Id,Price
725,184774.57854309847
15856,235791.76088993825
5480,214988.9041198116
15664,334932.33645339473
14275,162727.10481500425
7633,267611.7845724546
13329,198708.1495147598
5502,200571.8591996385
4220,294729.77596431924
11538,245257.21700886582
15975,250306.82267168342
3310,238076.0981888807
9286,139209.6905835132
11260,174876.29750530384
5214,124551.49280108194
11307,172411.35394293553
13543,393264.90780716896
615,163822.9362229421
3495,260234.6069468063
2321,224040.55962723165
12046,197970.30813293715
16688,127469.07397404467
12694,290275.33993823244
783,139589.72016324184
8968,192895.36785433834
13454,164413.78889851834
12190,230330.76879292825
11160,135857.49834718023
10291,179823.32224308647
891,259609.5726166322
2982,199773.85612164217
3818,241947.3784740708
2449,191582.4283056751
8317,159883.98301535644
4922,171184.5574060425
1257,221150.0612248694
9348,216475.92254523517
4176,178041.73246708701
10704,171975.22967989335
6624,153911.59698067792
5428,178521.65998145327
12749,170586.18549702252
8994,170128.3251161597
11513,144537.75752318001
3047,172397.78947653118
9519,274580.6993450543
12309,225861.29532174038
14081,242474.6092811766
8334,256209.5568643461
6343,162671.90219278974
14788,159875.27489786505
15748,255029.11679028903
153,241957.79873986036
14149,183791.35924206072
269,166348.7768506547
5452,161241.0672746953
721,111226.87392576465
5079,346187.16608707287
2831,109984.9481946089
10614,131811.9421879857
10131,318084.8751946151
9996,251667.51262955565
3061,195478.6701804432
11733,314244.75943211064
3726,251133.92890798885
10929,211677.68974269947
9011,117371.26731359195
16182,303733.5617237422
4976,182758.9257590171
9897,237103.44445503154
1872,181032.09248100317
9205,371212.7691594849
5403,401757.0292693058
14074,201522.12129259104
6268,143012.92163437136
14232,167989.30153848472
8532,219804.7029348432
7034,371223.66123802145
6553,483882.50405761955
3133,160780.5280435882
8596,182082.68751698962
12389,314315.6407704733
14462,185105.7457554235
8860,356531.2610154059
8377,234792.90186441466
6367,276882.9174894742
6917,233222.43601273902
4216,198263.9623199596
5806,165531.98374978546
5438,191787.9017747506
6632,193698.13672349293
2650,140044.71886747354
5396,181635.29671402933
4044,151659.92130703342
1345,231566.74242535516
856,159943.80195787735
12791,265902.03608183004
12499,237478.39551990048
12249,144258.7983514699
14641,186695.97420232958
1919,155762.9396199579
7848,199796.77778666065
10749,230829.70122039376
15554,153787.1115926212
15834,211328.83617142442
1355,153554.6347364511
15451,184526.8777426202
12401,251415.0622986799
10290,166903.53561206392
9462,160625.8257449313
3103,248306.40333680323
3420,144971.81425392666
12262,249990.0947121185
5032,148386.77314603887
8949,272703.6642237099
15567,211136.9325848665
16389,133276.07662656627
7809,147343.61316094283
8990,176820.13780895108
16089,260596.8924268518
12743,120863.30312803488
5132,148363.64437521884
1619,236322.94326158502
2428,140577.05485516592
16741,140940.9400692786
13193,204259.63557105392
12588,447051.97782505304
5067,159889.79013974627
14685,145692.63668822366
2292,155681.25966082263
5746,146472.15603082758
12578,195275.36686598742
14834,192496.39426265057
2147,169889.41963675758
8222,142072.43552838414
10419,238543.92915085715
11492,221152.27623561944
3006,206367.33538726415
8761,183619.39750337286
15371,345279.4347871255
16367,185426.52437945086
6317,251531.9325023518
10878,248976.1253663173
3895,147901.18542149596
8041,179529.75905899095
13428,453027.3269574072
14669,120960.32629729765
1006,210009.13470265185
12271,184680.24800166415
3764,301722.2610102355
7675,189278.13528587256
11709,304865.135781807
8629,158759.4899478223
1105,336516.3742723239
6096,172611.814938407
11727,235712.12358576234
5157,218695.25167406275
3679,153259.11540842755
1755,150936.05114189128
7391,215453.8432796551
7425,136319.868825367
6882,433163.4118511742
10752,230793.56823955
7472,209388.06751688666
14320,127305.6089254585
9596,211670.75400651657
5317,193053.44693176376
7378,118028.74378121985
16154,219529.42056285543
3464,178406.84987205325
4197,224095.73422851163
9477,151129.92407438555
12705,171615.68671296904
16426,199269.4530379996
1481,138525.42267574504
9946,224964.703866359
12025,189491.71094750354
5341,196247.85316219274
9923,291874.81916529057
7953,255461.0521590338
