Id,Price
725,158217.15900843887
15856,235031.72387564174
5480,253581.98197545248
15664,366637.96397671616
14275,142668.57871684997
7633,220292.53863104613
13329,162956.8210601654
5502,216741.9864982186
4220,292337.57637353387
11538,199135.84835148064
15975,266784.52893452515
3310,229238.95379037753
9286,147425.23187984226
11260,190817.89704663982
5214,96437.2695409355
11307,176482.9520734277
13543,404932.6618389978
615,173290.6599770847
3495,211765.40577746375
2321,243324.88832208683
12046,197445.73658756743
16688,149184.2111842829
12694,235020.113658053
783,136261.06980992385
8968,153077.83951383416
13454,180068.5306724225
12190,292580.50752237363
11160,111314.66607681711
10291,199373.44986906165
891,262051.76666647824
2982,186774.72558890938
3818,270327.10366924986
2449,202057.51597460028
8317,167250.24365446676
4922,185137.87553761946
1257,239235.3765305988
9348,228962.15974299845
4176,180406.23005771678
10704,170530.922008951
6624,118664.74361512405
5428,184206.760097141
12749,174655.61580375044
8994,230625.87329821798
11513,142361.56867912313
3047,207830.09229087917
9519,178185.91722627264
12309,272138.50255476387
14081,262427.96515861654
8334,278186.34881461505
6343,174326.32722872318
14788,126678.0980362368
15748,514102.22114349133
153,252706.5067556463
14149,184769.34773254572
269,199331.43972710875
5452,125919.22877977362
721,157120.2791633964
5079,310061.91591331374
2831,119106.64190369794
10614,109448.44452475922
10131,291073.7757367655
9996,283636.7202293276
3061,186674.3148472948
11733,315987.3477527035
3726,239113.29269482262
10929,220698.7234224586
9011,153176.54501316682
16182,279417.0533457601
4976,170007.81651396767
9897,242771.90809110628
1872,137254.03947788067
9205,394851.920691172
5403,441619.15963211376
14074,200690.16884659012
6268,155677.81338114908
14232,166758.09900037592
8532,219081.79757521898
7034,359248.3474842037
6553,470418.86828379426
3133,177525.54122299262
8596,202376.2077749509
12389,263237.0230334072
14462,176745.238955297
8860,292754.3142203754
8377,268758.5995779941
6367,297905.04990328784
6917,257107.90676370382
4216,204171.18186372987
5806,165363.72864440328
5438,187142.7883352607
6632,208058.4006258454
2650,151009.79751224705
5396,189749.39811272558
4044,152900.84429541454
1345,247430.72765133847
856,175792.4180921393
12791,310563.48939307546
12499,213491.0499320117
12249,129532.53552974787
14641,134279.00402657175
1919,168179.51105546576
7848,195902.93488468646
10749,178915.73414560317
15554,190859.2967715333
15834,205695.40555831368
1355,164906.9483339909
15451,189528.27927797084
12401,191166.47603831106
10290,164937.1158886056
9462,124905.49241837101
3103,244258.88488488877
3420,136136.31424867638
12262,246178.6751476861
5032,184293.77468982153
8949,311890.2943077673
15567,215666.93215489094
16389,155842.90067590054
7809,83526.52924678702
8990,151719.64634999624
16089,277604.1958494367
12743,99592.97103612118
5132,125632.9256701811
1619,280303.95546754665
2428,97853.77333178
16741,155532.72335531673
13193,205364.67874723126
12588,509410.2947424928
5067,170663.46503888085
14685,127123.1663669986
2292,173147.9417839374
5746,131263.84808786056
12578,161524.41993302744
14834,172949.5173466055
2147,171208.05686437752
8222,135239.03362166198
10419,270941.9856540193
11492,226928.86817918683
3006,231979.28152885046
8761,190566.7946449145
15371,370798.5272979617
16367,153185.3611385932
6317,269219.9816096722
10878,254771.33821850448
3895,144318.8467472781
8041,222266.14911991218
13428,461160.294013448
14669,147094.50563876878
1006,166683.303222171
12271,176075.86365833663
3764,395607.599862866
7675,191060.90582460814
11709,313674.2991867923
8629,150733.07781701293
1105,334182.7539521767
6096,175202.03018865315
11727,206585.37146017628
5157,197698.1180547809
3679,116621.88946502535
1755,152317.8538312829
7391,199184.95591203932
7425,104294.90631173922
6882,346602.3555342836
10752,285710.92330997234
7472,222179.10585338864
14320,95019.33413159268
9596,164532.4311621135
5317,222202.66481905765
7378,94129.01987202265
16154,186024.46862709336
3464,206842.72878055813
4197,243605.03286648137
9477,109470.67756295511
12705,195043.78006233933
16426,206301.62693403222
1481,68939.05577648769
9946,251156.85445658167
12025,218004.36791946559
5341,231600.33806797126
9923,298328.95228504477
7953,234252.3279070993
11066,276830.3616717621
5037,170452.94622528116
2509,188594.65047751978
4937,341500.70809931454
12089,389258.35404201795
4964,176483.26161140058
16500,263128.17562673485
4625,126953.41404444017
2363,398060.4873455383
8148,188208.14658362698
3804,183585.57758340053
4584,165298.5049440392
